adv_address,adv_sale,adv_condofee,adv_bed,adv_bath,adv_park,adv_size,features,district,re_type
Rua Apodi  492 - Tirol  Natal - RN,R$ 258000,NotFound,2,1,1,55, Cozinha / Garagem / Condomï¿½nio fechado ,Tirol,apartment
Rua Marcos Augusto Teixeira de Carvalho Filho  2815 - Planalto  Natal - RN,R$ 144000,R$ 212,3,2,1,63, Piscina / Condomï¿½nio fechado / Seguranï¿½a 24h / Churrasqueira / Quadra poliesportiva / Perto de vias de acesso / Sistema de alarme / Espaco gourmet / Salao de festas / Jardim / Playground / Proximo a shopping / Depï¿½sito / Interfone ,Planalto,apartment
Rua Clï¿½udio Machado  541 - Petropolis  Natal - RN,R$ 790000,R$ 1.800,4,5,3,240, Mobiliado / Cozinha / Area de servico / Garagem / Churrasqueira / Salao de festas / Academia / Piscina / Gerador elï¿½trico / Condomï¿½nio fechado / Proximo a hospitais / Perto de vias de acesso / Proximo a escola / Proximo a transporte pï¿½blico ,Petropolis,apartment
Lagoa Nova  Natal - RN,R$ 310000,R$ 620,3,4,2,138, Interfone / Churrasqueira / Piscina / Depï¿½sito / Elevador / Jardim / Sistema de alarme / Salao de festas / Perto de vias de acesso ,Lagoa Nova,apartment
Rua Olinto Meira - Alecrim  Natal - RN,R$ 220000,R$ 400,3,3,2,120, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Circuito de Seguranca / Vigia / Elevador / Salao de festas / Salao de jogos / Salao de jogos ,Alecrim,apartment
Rua Professora Gipse Montenegro  245 - Capim Macio  Natal - RN,R$ 295000,R$ 270,2,2,1,57, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar / Varanda gourmet ,Capim Macio,apartment
Largo Capim Macio - Capim Macio  Natal - RN,R$ 250000,R$ 300,3,2,1,62, Churrasqueira / Espaco gourmet / Salao de festas / Sistema de alarme / Quadra poliesportiva / Area de servico / Espaco verde / Parque / Interfone / Mobiliado / Playground / Piscina / Jardim / Varanda / Ar-condicionado / Elevador / Seguranï¿½a 24h / Recepï¿½ï¿½o / Condomï¿½nio fechado / Conexï¿½o ï¿½ internet / Perto de vias de acesso / Proximo a shopping ,Capim Macio,apartment
Rua Monsenhor Honï¿½rio - Tirol  Natal - RN,R$ 640000,NotFound,3,3,2,119, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a hospitais / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Elevador / Salao de festas / Piscina ,Tirol,apartment
Rua Almirante Nelson Fernandes  1005 - Barro Vermelho  Natal - RN,R$ 519000,R$ 820,3,4,2,124, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Piscina / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Gerador elï¿½trico / Mais de um andar ,Barro Vermelho,apartment
Rua Brisa do Mar  21 - Ponta Negra  Natal - RN,R$ 170000,R$ 350,2,1,1,56, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a shopping / Varanda / Depï¿½sito / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Churrasqueira / Elevador / Jardim / Piscina / Salao de festas ,Ponta Negra,apartment
Rua Doutor Osvaldo Fortes do Rego - Ponta Negra  Natal - RN,R$ 237000,R$ 316,2,1,1,53, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Ar-condicionado / Varanda / Mobiliado / Cabeamento estruturado / TV a cabo / Garagem / Lavanderia / Cozinha / Area de servico / Vista exterior / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Espaco teen / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Vista para a montanha / Mais de um andar / Gerador elï¿½trico ,Ponta Negra,apartment
Rua Apodi  492 - Tirol  Natal - RN,R$ 258000,NotFound,2,1,1,55, Cozinha / Garagem / Condomï¿½nio fechado ,Tirol,apartment
Rua Marcos Augusto Teixeira de Carvalho Filho  2815 - Planalto  Natal - RN,R$ 144000,R$ 212,3,2,1,63, Piscina / Condomï¿½nio fechado / Seguranï¿½a 24h / Churrasqueira / Quadra poliesportiva / Perto de vias de acesso / Sistema de alarme / Espaco gourmet / Salao de festas / Jardim / Playground / Proximo a shopping / Depï¿½sito / Interfone ,Planalto,apartment
Rua Clï¿½udio Machado  541 - Petropolis  Natal - RN,R$ 790000,R$ 1.800,4,5,3,240, Mobiliado / Cozinha / Area de servico / Garagem / Churrasqueira / Salao de festas / Academia / Piscina / Gerador elï¿½trico / Condomï¿½nio fechado / Proximo a hospitais / Perto de vias de acesso / Proximo a escola / Proximo a transporte pï¿½blico ,Petropolis,apartment
Lagoa Nova  Natal - RN,R$ 310000,R$ 620,3,4,2,138, Interfone / Churrasqueira / Piscina / Depï¿½sito / Elevador / Jardim / Sistema de alarme / Salao de festas / Perto de vias de acesso ,Lagoa Nova,apartment
Rua Olinto Meira - Alecrim  Natal - RN,R$ 220000,R$ 400,3,3,2,120, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Circuito de Seguranca / Vigia / Elevador / Salao de festas / Salao de jogos / Salao de jogos ,Alecrim,apartment
Rua Professora Gipse Montenegro  245 - Capim Macio  Natal - RN,R$ 295000,R$ 270,2,2,1,57, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Gerador elï¿½trico / Mais de um andar / Varanda gourmet ,Capim Macio,apartment
Largo Capim Macio - Capim Macio  Natal - RN,R$ 250000,R$ 300,3,2,1,62, Churrasqueira / Espaco gourmet / Salao de festas / Sistema de alarme / Quadra poliesportiva / Area de servico / Espaco verde / Parque / Interfone / Mobiliado / Playground / Piscina / Jardim / Varanda / Ar-condicionado / Elevador / Seguranï¿½a 24h / Recepï¿½ï¿½o / Condomï¿½nio fechado / Conexï¿½o ï¿½ internet / Perto de vias de acesso / Proximo a shopping ,Capim Macio,apartment
Rua Capitï¿½o Abdon Nunes - Tirol  Natal - RN,R$ 360000,NotFound,3,2,2,130, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Salao de festas / Piscina / Seguranï¿½a 24h / Condomï¿½nio fechado / Interfone / Sistema de alarme / Circuito de Seguranca ,Tirol,apartment
Rua Monsenhor Honï¿½rio - Tirol  Natal - RN,R$ 640000,NotFound,3,3,2,119, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a hospitais / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Elevador / Salao de festas / Piscina ,Tirol,apartment
Rua Almirante Nelson Fernandes  1005 - Barro Vermelho  Natal - RN,R$ 519000,R$ 820,3,4,2,124, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Depï¿½sito / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Lavanderia / Cozinha / Area de servico / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Piscina / Piscina para adulto / Piscina infantil / Salao de jogos / Salao de jogos / Recepï¿½ï¿½o / Serviï¿½os pï¿½blicos essenciais / Gerador elï¿½trico / Mais de um andar ,Barro Vermelho,apartment
Rua Pantanal - Neopolis  Natal - RN,R$ 290000,R$ 400,3,3,2,94, Perto de vias de acesso / Proximo a transporte pï¿½blico / Cozinha / Area de servico / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Sauna / Quadra poliesportiva / Piscina / Playground ,Neopolis,apartment
Avenida Ayrton Senna  3081 - Neopolis  Natal - RN,R$ 130000,R$ 258,2,1,NotFound,74, Proximo a hospitais / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a shopping / Perto de vias de acesso / Garagem / Cozinha / Area de servico / Condomï¿½nio fechado / Seguranï¿½a 24h / Circuito de Seguranca / Jardim / Salao de festas ,Neopolis,apartment
Rua ï¿½gua Marinha  469 - Lagoa Nova  Natal - RN,R$ 180000,R$ 530,3,3,2,78, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Churrasqueira / Jardim / Espaco gourmet / Salao de festas / Playground / Piscina / Varanda / Interfone / Condomï¿½nio fechado / Seguranï¿½a 24h ,Lagoa Nova,apartment
Rua Engenheiro Joï¿½o Hï¿½lio Alves Rocha  2825 - Planalto  Natal - RN,R$ 135000,R$ 178,2,1,1,55, Piscina / Condomï¿½nio fechado / Seguranï¿½a 24h / Churrasqueira / Salao de festas / Playground / Perto de vias de acesso / Proximo a shopping / Sistema de alarme / Espaco gourmet / Interfone ,Planalto,apartment
Rua Francisco Borges de Oliveira - Lagoa Nova  Natal - RN,R$ 580000,R$ 480,3,3,2,108, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Elevador / Jardim / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva ,Lagoa Nova,apartment
Avenida Engenheiro Roberto Freire  3213 - Ponta Negra  Natal - RN,R$ 350000,R$ 520,2,2,2,56, Perto de vias de acesso / Proximo a shopping / Ar-condicionado / Varanda / Sistema de alarme / Seguranï¿½a 24h / Condomï¿½nio fechado / Churrasqueira / Academia / Salao de festas / Playground / Piscina / Elevador ,Ponta Negra,apartment
Rua Desembargador Tï¿½lio Bezerra de Melo - Candelï¿½ria  Natal - RN,R$ 190000,NotFound,3,2,1,90, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Varanda / Garagem / Cozinha / Area de servico / Vista exterior / Condomï¿½nio fechado / Interfone / Vigia / Churrasqueira / Elevador / Jardim / Espaco verde / Parque ,Candelaria,apartment
Rua Miguel Barra  800 - Tirol  Natal - RN,R$ 1700000,R$ 1.700,4,6,3,360, Cozinha / Churrasqueira / Piscina / Varanda gourmet / Sauna ,Tirol,apartment
Rua Morais Navarro - Lagoa Nova  Natal - RN,R$ 260000,R$ 400,3,2,2,147, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Jardim / Varanda / Cozinha / Area de servico / Vigia / Interfone / Condomï¿½nio fechado ,Lagoa Nova,apartment
Rua Themï¿½stocles Duarte  125 - Nova Descoberta  Natal - RN,R$ 123000,R$ 300,3,2,1,70, Garagem / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca / Vigia / Quadra poliesportiva / Playground ,Nova Descoberta,apartment
Rua Monsenhor Honï¿½rio - Tirol  Natal - RN,R$ 640000,R$ 700,3,4,2,119, Cozinha / Area de servico / Garagem / Salao de festas / Elevador / Piscina / Condomï¿½nio fechado / Perto de vias de acesso / Proximo a escola / Proximo a shopping / Proximo a transporte pï¿½blico ,Tirol,apartment
Rua Doutor Josï¿½ Bezerra - Barro Vermelho  Natal - RN,R$ 240000,NotFound,2,2,1,60, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Elevador / Churrasqueira / Academia / Salao de festas / Piscina / Piscina para adulto / Recepï¿½ï¿½o / Vigia / Circuito de Seguranca / Condomï¿½nio fechado / Vista exterior / Cozinha / Garagem ,Barro Vermelho,apartment
Rua Abraham Tahim  1885 - Capim Macio  Natal - RN,R$ 250000,R$ 500,2,2,2,58, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Academia / Salao de festas / Playground / Piscina / Quadra poliesportiva / Garagem / Lavanderia / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Circuito de Seguranca ,Capim Macio,apartment
Rua General Oliveira Galvï¿½o  1060 - Tirol  Natal - RN,R$ 399000,R$ 1.500,3,3,2,180, Ar-condicionado / Cozinha / Depï¿½sito / Elevador / Interfone / Sistema de alarme / TV a cabo / Escritï¿½rio / Area de servico ,Tirol,apartment
Rua Rio Paranapanema  7930 - Pitimbu  Natal - RN,R$ 150000,NotFound,2,2,NotFound,52, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Cabeamento estruturado / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Sistema de alarme / Interfone / Condomï¿½nio fechado / Circuito de Seguranca / Seguranï¿½a 24h / Elevador / Churrasqueira / Jardim / Espaco gourmet / Salao de festas ,Pitimbu,apartment
Rua Poeta Jorge Fernandes  2205 - Ponta Negra  Natal - RN,R$ 248000,R$ 500,2,2,1,64, Garagem / Lavanderia / Cozinha / Aquecimento / Seguranï¿½a 24h / Elevador ,Ponta Negra,apartment
Rua Jaguarari  4985 - Candelï¿½ria  Natal - RN,R$ 690000,R$ 550,3,5,2,123, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a hospitais / Proximo a transporte pï¿½blico / Varanda / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Piscina / Piscina infantil / Quadra poliesportiva / Mobiliado / Recepï¿½ï¿½o ,Candelaria,apartment
Rua Mipibu  757 - Petropolis  Natal - RN,R$ 595000,R$ 1.100,4,5,2,178, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Proximo a shopping / Espaco gourmet / Churrasqueira / Academia / Playground / Salao de festas / Piscina / Quadra poliesportiva / Espaco verde / Parque / Piscina para adulto / Salao de jogos / Gerador elï¿½trico / Piscina infantil ,Petropolis,apartment
Rua da Lagosta  150 - Ponta Negra  Natal - RN,R$ 210000,R$ 480,2,2,1,53, Elevador / Salao de festas / Piscina / Espaco gourmet / Churrasqueira / Mobiliado / Ar-condicionado ,Ponta Negra,apartment
Avenida Interventor Mï¿½rio Cï¿½mara  2500 - Cidade da Cidade da Esperanca  Natal - RN,R$ 105280,NotFound,2,1,1,50, Cozinha / Churrasqueira / Jardim / Playground / Interfone / Condomï¿½nio fechado / Perto de vias de acesso / Proximo a transporte pï¿½blico ,da Esperanca,apartment
Rua Doutor Carlos Passos  1746 - Tirol  Natal - RN,R$ 209990,R$ 465,2,2,1,56, Perto de vias de acesso / Proximo a shopping / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Churrasqueira / Elevador / Jardim / Salao de festas / Playground / Piscina / Piscina para adulto / Piscina infantil / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Vigia / Garagem / Cozinha / Area de servico / Vista exterior / Varanda ,Tirol,apartment
Rua Tereza Campos - Lagoa Nova  Natal - RN,R$ 485000,NotFound,3,4,2,170, Proximo a shopping / Salao de festas / Churrasqueira / Condomï¿½nio fechado / Perto de vias de acesso / Jardim / Playground / Ar-condicionado / Varanda / Elevador / Seguranï¿½a 24h / Interfone ,Lagoa Nova,apartment
Avenida Capitï¿½o-mor Gouveia  01 - Cidade da Cidade da Esperanca  Natal - RN,R$ 235000,NotFound,2,1,1,60, Quadra de tï¿½nis / Playground / Piscina / Churrasqueira / Salao de festas / Salao de jogos / Piscina para adulto / Pista de cooper / Elevador / Seguranï¿½a 24h / Proximo a escola / Proximo a transporte pï¿½blico / Proximo a hospitais / Perto de vias de acesso / Proximo a shopping ,da Esperanca,apartment
Rua Hï¿½lio Galvï¿½o  8830 - Ponta Negra  Natal - RN,R$ 170000,R$ 350,1,1,1,47,NotFound,Ponta Negra,apartment
Rua Jaguarari  4985 - Candelï¿½ria  Natal - RN,R$ 690000,R$ 550,3,5,2,123, Perto de vias de acesso / Proximo a shopping / Proximo a escola / Proximo a hospitais / Proximo a transporte pï¿½blico / Varanda / TV a cabo / Conexï¿½o ï¿½ internet / Garagem / Cozinha / Area de servico / Sistema de alarme / Condomï¿½nio fechado / Interfone / Seguranï¿½a 24h / Elevador / Jardim / Espaco gourmet / Academia / Salao de festas / Piscina / Piscina infantil / Quadra poliesportiva / Mobiliado / Recepï¿½ï¿½o ,Candelaria,apartment
Rua Mipibu  757 - Petropolis  Natal - RN,R$ 595000,R$ 1.100,4,5,2,178, Perto de vias de acesso / Proximo a transporte pï¿½blico / Proximo a escola / Proximo a hospitais / Proximo a shopping / Espaco gourmet / Churrasqueira / Academia / Playground / Salao de festas / Piscina / Quadra poliesportiva / Espaco verde / Parque / Piscina para adulto / Salao de jogos / Gerador elï¿½trico / Piscina infantil ,Petropolis,apartment
Rua da Lagosta  150 - Ponta Negra  Natal - RN,R$ 210000,R$ 480,2,2,1,53, Elevador / Salao de festas / Piscina / Espaco gourmet / Churrasqueira / Mobiliado / Ar-condicionado ,Ponta Negra,apartment
